RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5145,15748069,Clunie,485,France,Female,25,3,13446726,1,1,1,11326609,0
5146,15680597,Cover,784,Germany,Male,38,1,13851502,1,1,1,17176876,0
5147,15628992,Esposito,850,Germany,Male,32,2,12864798,2,0,0,5441618,0
5148,15719624,Hodgson,669,France,Female,38,9,12185898,1,1,0,13075534,0
5149,15812767,Harvey,731,Spain,Male,70,3,0,2,1,1,14118066,0
5150,15689201,Dobie,721,France,Female,49,1,12010856,1,0,1,18342176,0
5151,15614716,Okwudilichukwu,515,France,Female,37,0,19685362,1,1,1,13277011,0
5152,15683618,Dyer,774,France,Female,35,3,12141862,1,1,1,2440037,0
5153,15799631,Chase,585,Spain,Male,36,10,0,2,1,1,1803186,0
5154,15692259,Baresi,695,France,Female,29,9,0,2,1,0,11156545,0
5155,15590966,Lo,729,Germany,Female,42,4,974958,2,0,0,20025,0
5156,15656426,Tyler,713,France,Female,42,3,0,2,0,0,8256501,0
5157,15675256,Ts'ui,555,Spain,Male,33,5,1273434,1,0,1,1217893,0
5158,15751185,Aparicio,699,Spain,Female,50,0,15863361,1,1,0,19378587,0
5159,15789582,Macleod,587,France,Male,55,9,0,1,1,0,6459307,0
5160,15651103,Sal,762,Spain,Female,69,9,18374498,1,1,1,19699369,0
5161,15672299,Yeh,510,France,Male,44,6,0,2,1,1,17551831,0
5162,15772250,Udegbunam,842,Spain,Male,46,9,0,1,0,0,1726802,0
5163,15763922,Alexandrov,608,France,Male,31,7,7996292,2,1,0,6090172,0
5164,15633870,Ozioma,850,France,Female,36,10,0,2,1,1,10075003,0
5165,15624323,Atkins,642,France,Male,36,4,0,2,1,1,19522491,0
5166,15688612,Campos,850,France,Male,33,7,14095699,1,0,0,351018,0
5167,15694644,Wood,455,Spain,Female,43,6,0,1,1,1,8125079,0
5168,15587174,Kerr,726,France,Male,29,7,0,2,1,1,9184414,1
5169,15579559,Chienezie,544,Spain,Male,30,8,14524163,1,1,1,8067683,0
5170,15775430,Tsou,651,Germany,Male,31,7,13800806,2,1,0,12991274,0
5171,15623695,McKinnon,814,France,Female,31,4,0,2,1,1,14202917,0
5172,15760849,Nwachukwu,537,France,Male,39,2,0,2,1,1,1376516,0
5173,15813095,Nwebube,553,France,Male,37,2,0,2,1,0,3387729,0
5174,15705281,Burt,800,Spain,Male,38,9,0,1,1,0,7874439,0
5175,15812594,Ross,791,France,Male,34,7,0,2,1,0,9673446,0
5176,15626322,Lees,699,Spain,Female,29,9,12757093,2,1,0,16475681,0
5177,15723105,Feetham,756,France,Female,28,6,0,1,1,1,16439465,0
5178,15588449,Chuang,591,Spain,Female,27,5,10781267,1,0,1,16250183,1
5179,15794849,Aitken,850,Germany,Male,22,7,9156058,2,0,0,1054138,0
5180,15620000,Chambers,760,Germany,Male,34,6,12130377,2,1,1,5932521,0
5181,15799720,Coburn,569,Spain,Male,43,8,16154668,2,0,1,17818728,0
5182,15711287,Ahmed,661,Spain,Female,35,5,12841545,1,1,0,14262649,0
5183,15613102,Ogochukwu,670,France,Female,31,2,5753006,1,1,1,18189331,1
5184,15621440,Soto,694,France,Male,38,1,0,2,0,1,1568582,0
5185,15677146,Obiajulu,728,France,Female,28,4,14224354,2,1,0,3307451,0
5186,15801169,Yegorova,764,Germany,Female,39,9,13834151,1,1,0,5007294,1
5187,15722425,Lucchese,639,France,Male,32,9,0,2,1,0,11134036,0
5188,15682421,Talbot,683,France,Female,30,2,0,2,0,1,10049684,1
5189,15691910,Lu,663,Spain,Male,30,4,0,3,1,0,10137105,0
5190,15721779,Arnold,826,Spain,Male,41,5,14646646,2,0,0,18093467,0
5191,15579548,Nicholson,735,Spain,Male,36,5,0,2,1,0,10515217,0
5192,15681075,Chukwualuka,682,France,Female,58,1,0,1,1,1,7065,0
5193,15607884,Wallace,663,France,Female,39,8,0,2,1,1,1011689,0
5194,15767757,Pisano,562,Spain,Female,29,9,12030758,1,1,1,679561,0
5195,15791550,Kelly,696,France,Male,27,4,8763726,2,0,0,19611135,0
5196,15658589,Brady,850,Spain,Male,38,2,9465204,1,1,1,17196076,0
5197,15670822,Palmer,719,France,Female,22,7,11441584,1,1,1,1774974,0
5198,15629744,Tan,804,France,Female,71,8,0,2,0,1,14799596,0
5199,15660768,L?,604,France,Male,40,1,8431502,1,0,0,362091,0
5200,15726310,Mordvinova,782,Spain,Female,27,3,0,2,1,0,14361401,0
5201,15641298,Corones,512,Germany,Male,42,9,9395583,2,1,0,1482854,0
5202,15625675,Clements,569,France,Male,36,1,6708769,1,1,0,1547757,0
5203,15713354,Morrice,597,Germany,Female,22,6,10152861,1,1,0,70529,1
5204,15633866,Hsiung,753,Germany,Male,30,1,11082452,1,1,1,5789627,0
5205,15704231,Barrett,430,France,Female,33,8,0,1,1,1,6975991,0
5206,15735400,Kanayochukwu,756,France,Male,28,8,1799602,1,1,0,8993808,0
5207,15632826,Tardent,493,France,Male,38,3,13400677,1,1,0,8957832,0
5208,15751022,Bowhay,777,Germany,Female,37,10,12153217,2,1,1,7346488,0
5209,15664737,Lei,779,Spain,Female,38,7,0,2,1,1,13854287,0
5210,15681126,Baker,702,Spain,Female,38,2,0,1,1,1,16188863,0
5211,15738954,Pisano,551,France,Male,35,7,1297173,2,0,0,869372,0
5212,15662263,Castillo,749,Germany,Male,22,4,9476216,2,1,1,4224154,0
5213,15621611,Gibson,742,Germany,Male,55,5,15519617,1,0,1,12120766,1
5214,15783752,Lindsay,752,Germany,Male,29,4,12951499,1,1,1,10293046,0
5215,15709474,Macnamara,740,Germany,Female,57,3,11338636,2,1,1,6512163,1
5216,15701280,Romano,576,France,Male,24,3,0,1,0,1,7849804,1
5217,15671104,Aksakova,637,Spain,Male,43,3,17219623,1,1,1,10476996,0
5218,15796434,Farnsworth,724,France,Male,28,5,9761212,1,1,1,9649814,0
5219,15781505,Giordano,685,France,Male,20,4,10471994,2,1,0,3869134,0
5220,15625819,Arnold,625,France,Female,38,7,0,1,1,0,16480402,0
5221,15753174,Thompson,571,Germany,Male,37,9,13959298,3,1,0,10415265,1
5222,15654067,Koch,584,Spain,Female,29,4,0,2,1,0,8886692,0
5223,15724719,Jones,550,France,Female,22,7,13909685,1,1,0,12989094,0
5224,15624695,Otitodilinna,662,Spain,Female,72,7,14030172,1,0,1,17925867,0
5225,15718216,Fleetwood-Smith,803,Spain,Male,43,3,0,1,1,0,7205144,0
5226,15586300,Chinonyelum,615,France,Male,66,7,0,2,1,1,745808,0
5227,15783349,Montague,481,Spain,Male,39,1,11123309,1,1,1,12399515,0
5228,15725767,Milani,701,France,Male,23,3,0,2,1,0,3896059,0
5229,15791925,Palermo,751,France,Male,29,10,14773763,1,0,1,9495127,0
5230,15793585,Anderson,675,France,Male,35,8,0,2,1,1,5664297,0
5231,15576641,Crawford,733,Germany,Male,40,5,12572502,2,1,1,507831,0
5232,15749519,Lin,822,France,Male,38,6,1282897,3,1,0,914996,1
5233,15684960,Yewen,559,France,Female,46,5,0,1,1,0,210061,1
5234,15591286,Simmons,731,Germany,Female,49,4,8882607,1,1,1,3375941,1
5235,15668323,Mbadiwe,678,France,Female,41,1,14344361,1,1,0,19662228,1
5236,15608528,Munro,645,France,Female,68,9,0,4,1,1,17635387,1
5237,15645184,Graham,701,France,Male,29,2,0,2,1,0,17694359,0
5238,15702566,Lombardo,554,Spain,Male,26,8,14913446,1,1,1,17796624,0
5239,15660840,Kalinin,723,France,Male,30,3,12411954,1,1,0,16219832,0
5240,15750811,Woodward,766,Germany,Male,44,3,1168227,1,0,0,19764324,0
5241,15733842,Pirozzi,597,France,Female,24,1,10321947,1,1,0,6042007,0
5242,15581526,Iweobiegbulam,574,France,Male,41,1,0,2,0,0,70550,0
5243,15662751,Piazza,655,Germany,Female,40,0,819546,1,1,1,19879844,1
5244,15684319,Baranova,780,Germany,Female,37,10,9519626,1,1,0,12631039,1
5245,15702190,Fan,672,Spain,Male,43,5,0,2,1,1,645155,0
5246,15588517,Sun,717,France,Male,38,7,0,2,1,1,15858005,0
5247,15801863,Marino,521,France,Female,32,2,13655501,2,1,1,12935321,0
5248,15584271,Donaldson,633,France,Male,59,5,0,1,1,1,13727397,0
5249,15700366,Burton,669,France,Male,39,3,11945203,1,1,1,17157554,0
5250,15804038,Quinn,740,France,Male,44,9,0,1,0,1,96528,1
5251,15720820,Sabbatini,462,Germany,Female,24,9,6988109,2,0,1,6442102,0
5252,15743759,Brooks,619,France,Male,39,5,0,2,1,1,15844461,0
5253,15749947,Black,665,France,Female,44,7,0,2,1,1,6654858,0
5254,15670496,Schwartz,655,Spain,Female,27,9,0,2,0,0,10800805,0
5255,15746664,Ts'ui,463,Spain,Male,20,8,20422303,1,1,0,12826839,0
5256,15745533,Sargent,799,France,Female,63,1,11031421,2,1,0,37464,1
5257,15761497,Udinesi,713,Spain,Female,48,1,16376082,1,0,0,15738114,1
5258,15628600,Lee,807,Germany,Female,31,1,14106918,3,1,1,19425711,0
5259,15627002,Taylor,728,France,Male,38,1,11593474,1,1,1,13905905,0
5260,15614635,Kepley,582,France,Male,52,2,15145788,1,0,1,4089361,0
5261,15731281,Ozuluonye,704,Germany,Female,35,3,15420607,2,1,1,4026149,0
5262,15814022,Lassetter,714,France,Female,26,9,8992899,1,1,0,4620331,0
5263,15659194,Mishina,628,France,Male,30,8,8918209,1,1,1,131269,0
5264,15745030,Trevisano,809,Germany,Male,41,1,7970625,2,1,0,16567501,0
5265,15691817,Iloerika,547,Spain,Female,44,5,0,3,0,0,545907,1
5266,15707488,Tan,560,France,Female,27,5,0,2,1,0,13191948,0
5267,15784700,Chikelu,811,France,Male,31,7,11779928,1,1,1,18237235,0
5268,15710397,Lin,584,France,Male,26,4,0,2,1,0,14760054,0
5269,15687648,Nicholson,691,France,Male,28,1,0,2,0,0,9286541,0
5270,15732281,Ugoji,680,Germany,Male,34,6,14642222,1,1,0,6714297,1
5271,15607230,Michel,588,Germany,Male,33,9,15018622,2,1,1,6561101,0
5272,15567630,Bruce,721,Germany,Male,40,6,10027588,1,1,0,13856448,1
5273,15587507,Feng,850,France,Male,47,6,0,1,1,0,18739102,1
5274,15733904,McDonald,529,France,Male,32,9,14749389,1,1,0,3365635,0
5275,15709511,Watt,622,France,Male,43,8,0,2,1,0,10061817,0
5276,15579616,Goodwin,683,France,Female,42,8,0,2,0,1,1981349,0
5277,15694852,Arcuri,575,France,Male,29,4,1218234,2,1,1,5036887,0
5278,15589924,Rapuluolisa,577,Spain,Female,40,1,0,2,1,1,108787,0
5279,15799300,Kao,510,Germany,Male,31,0,11368863,1,1,0,3309941,1
5280,15731330,Tsui,652,Spain,Female,40,7,10047134,1,1,1,12455088,0
5281,15694129,Summers,569,Germany,Female,28,3,10003252,1,1,0,515921,1
5282,15620372,Cross,687,Spain,Male,31,3,0,2,0,0,482281,0
5283,15744622,Osorio,822,France,Male,32,8,116358,1,1,0,10879836,0
5284,15799815,Bobrov,656,Germany,Female,23,4,16354963,1,0,1,2108512,0
5285,15759250,Barnett,745,Germany,Male,51,3,991839,1,1,1,2892225,0
5286,15732643,Pike,386,Spain,Female,53,1,13195507,1,1,1,6251465,1
5287,15690540,Gearheart,684,Spain,Female,41,1,13417706,1,0,0,17750666,0
5288,15803078,Bruno,635,Spain,Female,38,1,0,2,1,0,9060505,0
5289,15652180,Egobudike,582,France,Male,30,2,0,2,1,1,13202995,0
5290,15741195,Okechukwu,613,Spain,Male,19,5,0,1,1,1,17690335,0
5291,15743490,Zikoranachidimma,795,Germany,Female,56,9,9434894,1,1,0,2923929,1
5292,15575510,Milanesi,659,France,Female,32,2,15558421,1,0,1,15366288,0
5293,15732610,Ahern,745,France,Female,28,6,0,2,1,0,15438918,0
5294,15602909,Dickson,604,Spain,Female,41,10,0,2,1,1,16622439,0
5295,15734058,Anayochukwu,509,Germany,Male,32,9,17066147,1,1,1,216462,0
5296,15801788,McDonald,706,Germany,Female,29,6,18554436,1,1,0,17103763,0
5297,15702462,Fiorentini,619,Spain,Female,44,6,5283113,1,1,1,11264922,1
5298,15683416,Russo,572,Germany,Male,51,8,9775007,3,1,1,19301426,1
5299,15794187,Young,695,France,Male,36,6,1140075,2,1,0,11812088,0
5300,15792989,Bianchi,543,France,Female,71,1,10430877,1,1,1,2565004,0
5301,15613734,Fallaci,640,France,Female,33,6,8471913,2,1,1,11304879,0
5302,15606177,Crawford,672,France,Male,39,2,0,2,1,0,8737249,0
5303,15636700,Marsh,701,France,Male,39,9,14023698,1,0,1,14665199,0
5304,15645766,Kosisochukwu,634,Spain,Male,25,9,0,2,1,1,822791,0
5305,15671345,Piccio,531,Spain,Female,42,6,7530285,2,0,0,5703435,0
5306,15652469,Nevels,699,France,Male,27,1,0,2,1,0,9300321,0
5307,15749638,Kaodilinakachukwu,605,France,Female,51,9,10476082,1,1,1,16557454,1
5308,15728706,Amaechi,534,France,Female,49,7,0,1,1,0,1356648,1
5309,15735439,P'an,449,Spain,Female,31,1,113693,1,0,0,8279629,0
5310,15778696,Ikemefuna,684,Spain,Female,36,5,17418039,1,1,0,11983008,0
5311,15624744,Tai,622,Germany,Male,42,9,11576626,1,0,0,7215585,1
5312,15584338,Winn,714,France,Female,40,0,0,2,1,0,6276212,0
5313,15726178,Hardy,712,Spain,Female,48,8,0,2,1,0,18323533,0
5314,15794939,Chiu,783,France,Female,72,5,1212159,2,1,1,10520648,0
5315,15788068,Lopez,743,Germany,Male,45,10,14467719,3,1,0,2251244,1
5316,15572956,Steen,683,France,Male,36,5,11535063,1,1,1,12230591,0
5317,15780386,Ferri,654,Spain,Male,40,5,10568363,1,1,0,17361709,0
5318,15791114,Yegorova,700,France,Male,37,1,13517949,1,1,0,16067037,0
5319,15708046,Knowles,744,Spain,Male,31,0,11755123,1,1,0,1589589,0
5320,15719779,May,645,Germany,Male,25,1,15740402,2,1,0,9307304,0
5321,15591550,Bianchi,525,Spain,Male,36,3,7791023,1,1,0,6723801,0
5322,15639368,Pipes,732,France,Male,25,0,1109429,1,0,0,17257656,0
5323,15699830,Doherty,721,France,Female,40,7,0,2,1,1,12258048,0
5324,15569264,Yobanna,622,France,Male,32,5,17930509,1,1,1,14904378,0
5325,15595158,Hsu,654,Germany,Male,31,5,15059359,2,1,1,10521845,0
5326,15599126,Russell,529,France,Female,43,0,12381586,1,1,1,7846399,1
5327,15650575,Payne,720,Spain,Female,59,6,0,2,1,1,16084943,1
5328,15641490,Windsor,850,Germany,Female,25,8,6938517,2,1,0,8783424,0
5329,15680234,Bray,667,Germany,Male,27,2,13803215,1,1,0,16631771,0
5330,15592230,Seleznyov,620,France,Male,41,3,0,2,1,1,13730906,0
5331,15626212,Wark,616,France,Male,29,9,0,1,1,1,16698444,0
5332,15700627,Y?,637,Germany,Female,46,2,14350082,1,1,0,16699646,1
5333,15782641,Brown,710,Spain,Female,29,3,11967018,1,1,0,18802244,0
5334,15784445,Huang,717,Spain,Male,33,1,9910673,1,0,0,19446723,0
5335,15813681,Zito,786,Germany,Male,24,2,12013555,2,1,1,12544947,0
5336,15596649,Bailey,651,France,Female,39,8,0,1,1,0,13745257,0
5337,15700460,Allnutt,530,France,Female,55,4,12090503,1,0,1,12347588,1
5338,15724076,Christie,815,Spain,Female,57,5,0,3,0,0,3894144,1
5339,15784000,Pope,715,Germany,Female,34,9,10227752,1,0,0,17785257,1
5340,15733966,Johnstone,496,Germany,Female,55,4,12529253,1,1,1,3153296,1
5341,15612667,Bird,680,Spain,Male,42,0,0,1,1,0,13637721,0
5342,15654025,Jones,646,France,Female,51,4,1016293,1,0,0,1305411,0
5343,15589431,Pedder,807,Germany,Male,47,1,17193727,1,1,1,6563692,0
5344,15578238,Calabrese,727,France,Male,47,7,0,2,1,0,19330535,0
5345,15566269,Chialuka,787,France,Male,25,5,0,2,1,0,473079,0
5346,15639217,McKenzie,806,France,Male,34,6,0,2,0,0,10080999,0
5347,15688644,Holloway,603,France,Male,31,1,12974375,1,1,0,1091452,0
5348,15662426,Tang,649,Spain,Male,32,1,0,1,0,1,9116719,1
5349,15720511,Byrne,547,Germany,Male,41,3,15119131,1,1,0,17529589,1
5350,15567246,Selwyn,684,Germany,Male,32,3,10263013,2,1,1,12743347,0
5351,15647965,Genovese,477,France,Female,57,9,11402364,2,1,1,7116717,1
5352,15679048,Koger,558,Germany,Male,41,2,12422714,1,1,1,11118467,0
5353,15675749,Baranov,695,France,Female,23,1,0,2,1,1,14175632,0
5354,15782181,Greco,592,Spain,Male,35,6,8028516,1,1,0,7267875,1
5355,15795738,Owens,789,France,Male,31,4,17547715,1,1,1,1728329,0
5356,15773751,Y?,597,France,Female,29,1,13214435,1,1,0,15808633,0
5357,15655436,Kendall,839,Germany,Male,47,2,13691107,1,1,1,16818462,1
5358,15691396,Ko,405,Germany,Male,31,5,13329967,2,1,1,7295014,0
5359,15796958,Tang,658,France,Male,39,7,0,2,1,0,483784,0
5360,15801832,Lombardo,684,Germany,Male,42,1,117691,1,1,1,2313565,1
5361,15661349,Perkins,633,France,Male,35,10,0,2,1,0,6567547,0
5362,15719265,Feng,589,France,Male,46,9,0,2,1,0,17067667,0
5363,15779985,Lo,750,Germany,Female,37,1,13319971,2,1,1,2736677,0
5364,15663410,Piccio,771,Spain,Male,51,5,13550658,3,1,1,15247964,1
5365,15704144,Mazzanti,812,Germany,Male,33,2,12715414,2,0,1,10538349,0
5366,15774104,Chukwualuka,539,Spain,Male,39,2,0,2,1,1,4818994,0
5367,15812230,Elliot,670,Germany,Female,42,5,4950879,3,1,1,10032401,0
5368,15742848,Gratton,673,France,Male,41,5,0,1,1,1,6565729,0
5369,15745326,Carandini,538,France,Female,62,3,7505149,1,0,0,1768202,1
5370,15674541,Robinson,575,Spain,Male,52,8,12392523,1,0,0,11134266,1
5371,15728564,Lo,682,France,Male,41,6,0,2,0,1,13415809,1
5372,15580701,Ma,712,France,Male,33,3,15381958,1,1,0,7917609,1
5373,15688973,Vinogradova,598,Spain,Female,39,5,0,2,1,1,8310346,0
5374,15709412,H?,776,Spain,Male,30,6,0,2,0,1,6390886,0
5375,15607753,Alexandrova,606,Spain,Female,23,10,7041779,1,0,1,9089604,0
5376,15705352,Yang,686,Spain,Male,38,7,11148488,1,1,1,760762,0
5377,15602500,Maslova,850,Spain,Male,38,1,14634398,1,0,1,10390211,0
5378,15672437,Buccho,642,France,Male,72,1,160541,2,1,1,14222394,0
5379,15720968,Young,606,Germany,Male,27,2,13027426,2,1,0,14753309,0
5380,15730796,Barker,627,France,Female,21,7,9899302,1,1,1,16915664,0
5381,15768219,Sung,850,Spain,Male,36,0,0,2,1,0,14124257,0
5382,15663883,Hansen,850,Germany,Male,32,9,14182733,2,1,1,14945873,0
5383,15589296,Brown,724,France,Female,40,6,11005445,1,1,1,8695072,0
5384,15586425,Lo Duca,579,France,Male,28,4,0,2,1,1,17692569,0
5385,15679813,Ellis,727,Spain,Male,28,1,0,1,1,0,4035739,0
5386,15681410,Korff,813,Germany,Female,36,6,9808809,1,0,1,2668722,1
5387,15668283,Gardiner,642,France,Male,48,9,11831727,4,0,0,7870298,1
5388,15624072,Kiernan,669,Spain,Male,22,10,0,2,1,0,17616374,0
5389,15669664,Thompson,574,Germany,Male,54,1,997745,1,0,0,489611,1
5390,15682728,Mathews,774,France,Female,32,4,0,2,0,0,11489913,0
5391,15573851,Macrossan,735,France,Female,38,1,0,3,0,0,9222012,1
5392,15733661,Illingworth,639,Spain,Female,27,8,13380654,2,1,0,62513,0
5393,15710012,Bowen,738,Spain,Male,44,2,0,2,1,0,4301882,1
5394,15763327,Craig,835,France,Male,32,8,12499329,2,1,1,2754806,0
5395,15668853,Menhennitt,637,Spain,Female,44,0,15762258,1,1,1,1204542,0
5396,15639303,Moore,589,Germany,Male,48,5,12611161,1,0,1,13396119,0
5397,15691011,Shoebridge,591,France,Male,42,9,16165137,2,1,1,13175397,0
5398,15638513,Palermo,723,France,Female,40,7,14285695,2,0,0,3801974,0
5399,15648933,Reilly,831,Germany,Male,44,3,11110098,1,1,1,2814407,1
5400,15628904,Bowen,733,Spain,Male,35,8,10291838,1,1,1,4595986,0
5401,15644788,Fyodorov,731,France,Female,30,5,0,2,1,0,18952872,0
5402,15598161,Clements,654,France,Male,47,10,0,2,1,0,17048198,0
5403,15745624,McKenzie,828,France,Male,37,4,0,2,1,0,9484545,0
5404,15733169,Craig,590,Spain,Male,22,7,12526561,1,1,1,16125308,0
5405,15801417,Iloerika,657,France,Male,37,4,8250028,1,1,1,11526072,0
5406,15592707,Dolgorukova,531,Germany,Female,64,2,17575487,2,1,1,607214,0
5407,15593954,Eva,516,France,Female,47,6,10938733,1,0,0,12136545,0
5408,15714431,Yeh,561,France,Male,37,1,10044336,2,0,1,10169373,0
5409,15638257,P'an,682,Spain,Female,54,0,8310272,2,1,1,5413293,0
5410,15690939,Howe,575,Spain,Male,28,7,0,1,1,1,1066605,0
5411,15723613,Jenkins,623,France,Female,28,4,0,2,1,0,4122767,0
5412,15813640,Shih,642,France,Female,40,7,0,2,1,0,1071282,0
5413,15707322,Nnamdi,779,France,Female,48,2,11529027,1,0,0,9891269,1
5414,15588918,Mitchell,671,France,Female,42,6,0,2,1,0,19720248,0
5415,15600357,Findlay,495,France,Female,40,1,14019771,2,1,0,15072039,0
5416,15747014,Pisani,850,France,Female,28,1,10524534,1,0,1,7478013,0
5417,15809830,Belisario,630,France,Male,50,8,0,2,0,1,7937745,0
5418,15662245,Pomeroy,588,France,Male,32,1,0,2,1,1,876387,0
5419,15651075,Ibrahimova,562,Germany,Male,35,3,14229613,1,0,1,1771127,0
5420,15594456,K?,740,Spain,Female,56,4,9909733,1,1,1,8501664,1
5421,15583462,Graham,695,France,Male,28,5,17106939,2,1,1,886894,0
5422,15757661,Trevisano,589,France,Female,39,7,0,2,0,0,9598564,0
5423,15729117,Trevisano,607,France,Female,31,1,10252388,1,1,1,16679271,0
5424,15749671,K?,794,France,Male,35,6,0,2,1,1,6873091,0
5425,15566253,Manning,580,Germany,Male,44,9,14339107,1,0,0,14689107,1
5426,15595153,Tucker,644,Germany,Female,44,8,10602273,2,0,0,14872742,0
5427,15698572,Schaffer,636,Spain,Female,36,1,0,1,1,0,4313458,0
5428,15674149,Esomchi,599,Germany,Male,36,3,12896021,2,1,1,4031833,0
5429,15623082,Ch'ang,507,France,Female,35,2,0,2,1,0,9763393,0
5430,15797905,Walker,682,France,Female,48,7,0,2,1,0,6506903,0
5431,15746028,Chu,714,France,Female,24,7,0,2,1,0,166335,0
5432,15582951,Crawford,696,France,Female,25,8,12644259,1,1,0,12190444,0
5433,15616471,Milne,599,Spain,Male,51,0,0,1,1,1,17523599,0
5434,15641575,Anenechukwu,577,France,Male,37,2,12726135,1,1,0,5618505,0
5435,15638803,Donaldson,733,Spain,Female,32,5,0,2,1,0,13162514,0
5436,15808283,Kelly,647,France,Female,33,4,0,1,1,0,15232304,0
5437,15811200,Ts'ao,831,France,Female,34,2,0,2,0,0,16584094,0
5438,15733476,Gonzalez,543,Germany,Male,30,6,7348105,1,1,1,17669265,0
5439,15633274,Tai,679,France,Male,34,7,16051537,1,1,0,12190414,0
5440,15582168,Muravyova,713,Germany,Female,61,4,14952534,2,1,0,12366363,0
5441,15807269,Milanesi,690,Germany,Male,43,2,16652278,1,0,0,11964459,1
5442,15602979,Lin,751,France,Male,29,1,1355365,1,1,0,6682533,0
5443,15660417,Lambert,613,Germany,Female,43,10,12048169,1,0,0,9487503,1
5444,15590199,Temple,701,Spain,Male,28,1,10342132,1,0,1,7630473,0
5445,15641794,Ridley,698,France,Male,33,5,13565873,2,0,1,39755,0
5446,15779174,Young,451,France,Female,36,2,0,2,1,1,18014242,0
5447,15785547,Slye,665,France,Male,28,8,19140282,2,1,0,832384,0
5448,15795124,Pan,726,Germany,Male,50,9,9450435,1,0,1,50789,0
5449,15718912,Hsueh,608,Germany,Female,44,5,12614784,1,0,1,13242469,1
5450,15592028,Roberts,549,France,Female,46,7,0,1,1,1,10905756,0
5451,15580227,Moss,803,France,Male,33,6,0,2,1,0,11567661,0
5452,15657830,Andrews,663,France,Male,43,4,8762403,2,1,0,14940133,0
5453,15798256,Takasuka,558,France,Female,45,1,15369753,2,0,0,898914,1
5454,15643819,Dawson,714,France,Female,25,4,0,2,0,0,8250084,0
5455,15754301,Bruche,704,France,Male,39,5,0,1,1,0,641692,0
5456,15726855,Oliver,805,Germany,Female,45,9,11658597,1,1,0,18942875,1
5457,15755225,Ryan,659,Germany,Male,34,9,13446458,2,1,0,17883334,0
5458,15725221,Sabbatini,738,Germany,Male,62,10,8300831,1,1,1,4276603,0
5459,15789055,Watt,635,Spain,Male,35,2,11363516,1,1,0,9088312,0
5460,15617507,Wilson,530,Spain,Female,36,7,0,2,1,0,8061909,0
5461,15668894,Abramova,661,Germany,Male,41,5,12255248,2,0,1,1206464,0
5462,15589563,Purdy,531,Spain,Male,31,2,11889945,2,0,0,4140936,0
5463,15693162,Higgins,694,France,Female,29,5,9971387,1,0,0,11231789,0
5464,15750099,Marshall,731,France,Female,36,6,0,1,0,0,15212836,0
5465,15795540,Reye,556,France,Female,36,2,13420822,1,0,1,17767057,0
5466,15794941,Chibueze,647,Germany,Female,41,1,8590665,3,1,0,18915997,0
5467,15611848,Kwemtochukwu,850,Germany,Male,32,3,13771425,1,0,1,15940368,0
5468,15581237,Biryukova,573,Spain,Male,33,1,1607779,1,1,1,14953615,0
5469,15738150,Chidozie,591,France,Male,45,5,0,2,1,1,15549287,0
5470,15678571,Barber,723,France,Male,21,4,0,2,0,0,2484702,0
5471,15736124,Thompson,617,France,Male,25,1,10258588,2,1,1,1153874,0
5472,15623202,Maslov,704,Germany,Female,39,10,10255618,2,1,0,17197125,1
5473,15804201,Jones,457,Germany,Male,42,4,12677257,1,0,1,1261064,0
5474,15596863,Chidumaga,787,Germany,Female,38,3,15837323,1,1,1,2822835,0
5475,15696277,Hs?,651,France,Female,34,9,0,2,1,0,13811371,0
5476,15748608,Trentini,612,Germany,Male,42,5,1419271,1,1,1,4301898,0
5477,15723864,Lucas,828,Spain,Male,47,1,10987682,2,1,0,8361145,1
5478,15802390,Willoughby,724,France,Female,34,2,0,2,1,1,11886338,0
5479,15774336,Jamieson,648,Germany,Male,44,9,11136979,2,1,1,9194774,0
5480,15648766,Robertson,569,Spain,Male,35,3,11696935,1,0,0,9448882,0
5481,15659094,Ojiofor,765,Germany,Female,34,8,13672951,2,0,0,4705821,0
5482,15606397,Cameron,577,Germany,Female,44,1,15208615,1,0,1,447195,1
5483,15642619,Mayne,603,Spain,Male,46,2,0,2,1,0,17447854,0
5484,15666032,Mancini,568,Spain,Male,28,1,12728928,1,0,0,4561151,0
5485,15595842,Paramor,748,Germany,Male,45,2,11985201,1,0,0,7385394,1
5486,15753837,Young,573,Spain,Male,38,4,0,2,1,1,19651743,0
5487,15783882,Daly,771,Spain,Female,41,5,0,2,0,1,9291467,0
5488,15799790,Carter,763,France,Male,35,9,0,1,1,1,3137291,0
5489,15628155,Dike,410,France,Female,35,7,11718374,1,1,1,10973373,0
5490,15703778,Hughes,728,France,Male,33,8,12990763,1,0,1,3608396,0
5491,15722322,Green,655,Spain,Female,78,2,0,2,0,1,18843538,0
5492,15639278,Chinomso,580,Germany,Female,36,6,14538732,2,1,1,1699632,1
5493,15568487,Gorshkov,712,France,Male,35,7,12461623,1,1,1,6932097,0
5494,15682084,Chinomso,680,France,Male,31,9,0,2,1,0,3614553,0
5495,15642821,Ijendu,383,Spain,Female,48,8,9580819,1,0,0,13770201,1
5496,15601387,Yen,721,France,Male,35,10,0,2,1,0,7159426,0
5497,15642515,Arcuri,620,France,Female,42,1,0,2,0,1,6556592,0
